"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
wai_7_f,wai_parent_f_6e34,,radio,"אני מרגיש/ה שהמטפל/ת  מעריך/ה אותי","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_f,,
wai_8_f,wai_parent_f_6e34,,radio,"אנחנו מסכימים לגבי הדברים החשובים שעליי לעבוד עליהם","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_f,,
wai_9_f,wai_parent_f_6e34,,radio,"המטפל/ת  ואני בוטחים זה בזה","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_f,,
wai_10_f,wai_parent_f_6e34,,radio,"למטפל/ת ולי יש דעות שונות לגבי מהן הבעיות שלנו","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_f,,
wai_11_f,wai_parent_f_6e34,,radio,"המטפל/ת ואני ביססנו הבנה טובה של סוג השינויים שיהיו נכונים בעבורי","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_f,,
wai_12_f,wai_parent_f_6e34,,radio,"אני מאמין/ה שהדרך בה אנו עובדים על הבעיות  היא נכונה","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_f,,
cdq_identity,csq4_parent_f,,dropdown,"ממלא השאלון","1, אמא | 2, אבא | 3, אחר",,,,,,,,,,,,
satis_1_p_f,csq4_parent_f,"בשאלון זה נבקש לשמוע מה דעתך על הטיפול שילדך/תך קיבל/ה

אנא סמן/י את המספר שמתאר באופן הכי טוב את הרגשתך",radio,"כתוצאה מהטיפול אני חושב/ת כי במצב הרוח של ילדי/תי חל","1, 1-שיפור גדול מאוד | 2, 2-שיפור גדול | 3, 3-שיפור קל | 4, 4-ללא שיפור | 5, 5-החמרה קלה | 6, 6-החמרה גדולה | 7, 7-החמרה גדולה מאוד",,,,,,,y,,,csq_p_f,,
satis_2_p_f,csq4_parent_f,,radio,"כתוצאה מהטיפול אני חושב/ת כי ברמת הסיכון האובדני של ילדי/תי חל השינוי הבא:","1, 1-שיפור גדול מאוד | 2, 2-שיפור גדול | 3, 3-שיפור קל | 4, 4-ללא שיפור | 5, 5-החמרה קלה | 6, 6-החמרה גדולה | 7, 7-החמרה גדולה מאוד",,,,,,,y,,,csq_p_f,,
satis_3_p_f,csq4_parent_f,,radio,"כתוצאה מהטיפול אני חושב/ת כי ביחסים הבינאישיים של ילדי/תי חל","1, 1-שיפור גדול מאוד | 2, 2-שיפור גדול | 3, 3-שיפור קל | 4, 4-ללא שיפור | 5, 5-החמרה קלה | 6, 6-החמרה גדולה | 7, 7-החמרה גדולה מאוד",,,,,,,y,,,csq_p_f,,
satis_4_v2_7cccbc,csq4_parent_f,,radio,"האם היית ממליץ/ה לחבר/ה להשתתף בתהליך ייעוץ שכזה?","1, כן | 2, לא",,,,,,,,,,,,
therapy_child_2_f,ending_parent_f,,radio,"האם בתקופה הנוכחית בנך/בתך נמצא/ת בטיפול פסיכולוגי ","1, כן | 2, לא",,,,,,,,,,,,
medicin_child_f,ending_parent_f,,radio,"האם בתקופה זו בנך/ בתך מקבל/ת ו טיפול תרופתי אנטי-דיכאוני או פסיכיאטרי אחר","0, לא | 1, כן",,,,,,,,,,,,
ending_childparent_f,ending_parent_f,,text,"האם יש משהו שתרצה/י להוסיף?",,,,,,,,,,,,,
clin_exper,opening_clinician,,radio,"לפני שנתחיל בבקשה ציין מהי הכשרתך?","1, תומך חוסן | 2, פרקטיקנט | 3, מתמחה/ מומחה | 4, אחראי מעקבים",,,,,y,,y,,,,,
clin_unit,opening_clinician,,radio,"לאיזו מרפאה המטופל משויך כרגע?","1, דכאון | 2, התערבות במשבר | 3, אחר",,,,,,,y,,,,,
clin_time,opening_clinician,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: left;"">איזו מדידה זו?</p></div>","1, WL_Intake | 2, WL_5weeks ( המתנה לטיפול חודש) | 3, WL_12weeks (המתנה לטיפול 3 ח) | 4, WL_24 weeks (המתנה לטיפול 6 ח) | 6, INT_first session (פגישה ראשונה) | 7, INT_5weeks (פגישה 5) | 8, INT_post ( אחרי סיום טיפול) | 9, INT_followup (מעקב 3 חודשים אחרי)",,,,,,,,,,,,
cr_clin1,criteria_for_ipc,"<div class=""rich-text-field-label""><p>בשאלון הנוכחי נבקש ממך להעריך כקלינאי האם המטופל שראית עונה על הקריטריונים
 הבאים. עבור כל שאלה הנך נדרש לציין האם המטופל עונה על הקריטריון  בסימון ""כן""
או לא.</p></div>

למילוי בשלב האינטייק בלבד",radio,"1.	האם יש מחשבות אובדניות פאסיביות או אקטיביות בעצימות נמוכה- בינונית?","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin2,criteria_for_ipc,,radio,"2.	האם יש התנהגות אובדנית קלה (איסוף כדורים, כתיבת מכתב) או ניסיון אובדני ""קל""?","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin3,criteria_for_ipc,,radio,"3.	האם יש למטופל תוכנית או כוונה ברמת אינטנסיביות נמוכה- בינונית?","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin4,criteria_for_ipc,,radio,"4.	האם ישנן פגיעות עצמיות קלות בתדירות נמוכה- בינונית?","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin5,criteria_for_ipc,,radio,"5.	לא היה ניסיון אובדני חמור בשלושת החודשים האחרונים","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin6,criteria_for_ipc,,radio,"6.	האם רמת המסוכנות היא נמוכה- בינונית?","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin7,criteria_for_ipc,,radio,"7.	האם יש סימפטומים דיכאוניים ברמה קלה עד בינונית?","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin8,criteria_for_ipc,,radio,"8.	האם יש קומורבידיות עם פסיכופתולוגיה ברמה קלה בינונית","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin9,criteria_for_ipc,,radio,"10.	האם יש מורכבות פסיכוסוציאלית נמוכה?","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin10,criteria_for_ipc,,radio,"11.	האם המטופל משתף פעולה?","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin11,criteria_for_ipc,,radio,"12.	האם רמתו הקוגניטיבית של המטופל תקינה?","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin12,criteria_for_ipc,,radio,"13.	  המטופל אינו סובל מתלות לחומרים ממכרים","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin13,criteria_for_ipc,,radio,"14.	המטופל סובל מסימפטומים פוסט טראומטים ברמה נמוכה","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin14,criteria_for_ipc,,radio,"15.	האם המטופל סובל מהפרעת אכילה ברמה נמוכה?","0, כן | 1, לא",,,,,,,y,,,cr_clin_stb,,
cr_clin16,criteria_for_ipc,,radio,"16.	האם המטופל עבר פגיעה מינית לא מעובדת (שלא טופלה)? ","0, לא (או  לא ידוע) | 1, כן",,,,,,,y,,,,,
cr_clin17,criteria_for_ipc,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left; padding-left: 40px;"">17.   CGAS >30</p></div>","0, כן | 1, לא",,,,,,,,,,,,
cr_clin18,criteria_for_ipc,,radio,"<div class=""rich-text-field-label""><p>רמת הפסיכופתולוגיה של המטופל היא </p> <p>CGI < 70</p> <p> </p></div>","0, כן | 1, לא",,,,,,,y,,,,,
cr_clin19,criteria_for_ipc,,notes,"הערכת קלינאי:

",,,,,,,,,,,,,
cr_clin20,criteria_for_ipc,,radio,"האם להערכתך המטופל מתאים לקבלת טיפול עי תומך חוסן?","0, כן | 1, לא",,,,,,,y,,,,,
cr_clin_sum,criteria_for_ipc,,calc,"<div class=""rich-text-field-label""><p>סכום קריטריוני הכללה במחקר</p></div>","sum([cr_clin1], [cr_clin2], [cr_clin3], [cr_clin4], [cr_clin5], [cr_clin6], [cr_clin7], [cr_clin8], [cr_clin9], [cr_clin10], [cr_clin11], [cr_clin12], [cr_clin13], [cr_clin14], [cr_clin16], [cr_clin17], [cr_clin18])",,,,,,,y,,,,,
cr_clin21,criteria_for_ipc,,notes,"<div class=""rich-text-field-label""><p>אם הציון בשאלה הקודמת הוא מעל 1 אנא ציין בבקשה מדוע להערכתך המטופל בכל זאת מתאים לקבל טיפול עי תומך</p></div>",,,,,,,,,,,,,
cssrs_clin_measure,cssrs_clin_ssc,,dropdown,"<div class=""rich-text-field-label""><p>באיזו מדידה מדובר?</p></div>","1, Intake (אינטייק) | 2, followup_5weeks ( מדידת חודש) | 3, followup_12weeks ('מדידה 3 ח) | 4, followup_24 weeks ('מדידה 6 ח) | 5, INT_Pre (לפני התחלת התערבות) | 6, INT_first session (אחרי פגישה ראשונה) | 7, INT_5weeks (פגישה 5) | 8, INT_post ( אחרי סיום טיפול) | 9, INT_followup ( מעקב 3 חודשים אחרי התערבות)",,,,,,,y,,,,,
cssrs_clin_life_1,cssrs_clin_ssc,"אנא ענה/י על השאלות הבאות בהתאם לכל תקופת החיים

",radio,"הנבדק/ת מאשר/ת קיום מחשבות על הרצון למות או לא להיות יותר בין החיים או על המשאלה להירדם ולא להתעורר עוד","0, לא | 1, כן",,,,,,,y,,,suicidal_ideation_lifetime_clin,,
cssrs_clin_life_2,cssrs_clin_ssc,,radio,"מחשבות אובדניות פעילות על הרצון לסיים את החיים / להתאבד, (כגון ""חשבתי להתאב,","0, לא | 1, כן",,,,,,,y,,,suicidal_ideation_lifetime_clin,,
cssrs_clin_life_3,cssrs_clin_ssc,,radio,"הנבדק/ת מאשר/ת קיום מחשבות על התאבדות וחשב/ה על שיטה אחת לפחות אך לא על תכנית ספציפית)","0, לא | 1, כן",,,,,,"[cssrs_clin_life_1]= '1' or [cssrs_clin_life_2]= '1'",y,,,suicidal_ideation_lifetime_clin,,
cssrs_clin_life_4,cssrs_clin_ssc,,radio,"מחשבות אובדניות פעילות עם כוונה מסוימת לפעול, אך ללא תכנית ספציפית  ,","0, לא | 1, כן",,,,,,"[cssrs_clin_life_1]= '1' or [cssrs_clin_life_2]= '1'",y,,,suicidal_ideation_lifetime_clin,,
cssrs_clin_life_5,cssrs_clin_ssc,,radio,"מחשבות אובדניות פעילות עם תכנית וכוונה מוגדרות - מחשבות התאבדות עם פרטי תכנית מעובדים באופן מלא או חלקי.","0, לא | 1, כן",,,,,,"[cssrs_clin_life_1]= '1' or [cssrs_clin_life_2]= '1'",y,,,suicidal_ideation_lifetime_clin,,
cssrs_clin_2w_1,cssrs_clin_ssc,"אנא ענה/י על השאלות הבאות בהסתמך על השבועיים האחרונים
***  למלא בכל מדידה***
(נא לשים לב לתקופת הזמן הנשאלת)",radio,"הרצון להיות מת - הנבדק/ת מאשר/ת קיום מחשבות על הרצון למות או לא להיות יותר בין החיים או על המשאלה להירדם ולא להתעורר עוד","0, לא | 1, כן",,,,,,,y,,,suicidal_ideation_2weeks_clin,,
cssrs_clin_2w_2,cssrs_clin_ssc,,radio,"מחשבות אובדניות פעילות על הרצון לסיים את החיים / להתאבד, (כגון ""חשבתי להתאב,","0, לא | 1, כן",,,,,,,y,,,suicidal_ideation_2weeks_clin,,
cssrs_clin_2w_3,cssrs_clin_ssc,,radio,"מחשבות אובדניות פעילות בשיטה כלשהי (לא תכנית) ללא כוונת פעולה - הנבדק/ת מאשר/ת קיום מחשבות על התאבדות וחשב/ה על שיטה אחת לפחות במהלך תקופת ההערכה.  ( כלומר חשב/ה על צורת ההתאבדות, אך לא על תכנית ספציפית).","0, לא | 1, כן",,,,,,"[cssrs_clin_2w_1]='1' or [cssrs_clin_2w_2]='1'",y,,,suicidal_ideation_2weeks_clin,,
cssrs_clin_2w_4,cssrs_clin_ssc,,radio,"מחשבות אובדניות פעילות עם כוונה מסוימת לפעול, אך ללא תכנית ספציפית .","0, לא | 1, כן",,,,,,"[cssrs_clin_2w_1]='1' or [cssrs_clin_2w_2]='1'",y,,,suicidal_ideation_2weeks_clin,,
cssrs_clin_2w_5,cssrs_clin_ssc,,radio,"מחשבות אובדניות פעילות עם תכנית וכוונה מוגדרות - מחשבות התאבדות עם פרטי תכנית מעובדים באופן מלא או חלקי.","0, לא | 1, כן",,,,,,"[cssrs_clin_2w_1]='1' or [cssrs_clin_2w_2]='1'",y,,,suicidal_ideation_2weeks_clin,,
cssrs_t_ideation_type,cssrs_clin_ssc,,text,"<div class=""rich-text-field-label""><p>אנא ציין במספר את </p> <p><span style=""text-decoration: underline;"">סוג </span>המחשבה החמורה ביותר בין 1-5 ( מתוך סוגי המחשבות שפורטו למעלה </p> <p>שהיתה למטופל.ת לאורך <span style=""text-decoration: underline;"">כל תקופת חייהם</span></p> <p> </p> <p>1- רצון למות</p> <p>2-מחשבה אקטיבית לא ספציפית</p> <p>3- מחשבה אקטיבית עם שיטה כלשהי ללא כוונה לפעול</p> <p>4- מחשבה אקטיבית עם כוונה מסוימת ללא תוכנית מוגדרת</p> <p>5- מחשבה אקטיבית עם תוכנית מוגדרת וכוונה</p></div>",,,number,1,5,,"[cssrs_clin_2w_1]= '1' or [cssrs_clin_2w_2]= '1' or [cssrs_clin_2w_3]= '1' or [cssrs_clin_2w_4]= '1' or [cssrs_clin_2w_5]= '1'",y,,,,,
cssrs_clin_si_freq,cssrs_clin_ssc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">אנא ענה/י על השאלות הבאות על-פי הידוע לך</span><br /><span style=""font-weight: normal;"">אם לא ידוע- אנא השאר/י ריק</span><br /><br />נא להתייחס לשבועיים האחרונים ולמחשבות החמורות ביותר בעוצמתן<br /><br /> הכי חמור אי-פעם</p></div>",radio,"<div class=""rich-text-field-label""><p style=""text-align: right;"">שכיחות<br /> ?כמה פעמים הגיעו המחשבות האובדניות</p></div>","1, פחות מפעם בשבוע | 2, פעם בשבוע | 3, 2-5 פעמים בשבוע | 4, כל יום או כמעט כל יום | 5, פעמים רבות כל יום",,,,,,"[cssrs_clin_2w_1]= '1' or [cssrs_clin_2w_2]= '1' or [cssrs_clin_2w_3]='1' or [cssrs_clin_2w_4]='1' or [cssrs_clin_2w_5]='1'",,,,,,
cssrs_clin_si_duration,cssrs_clin_ssc,,radio,"משך
כשיש למטופל מחשבות אלה, כמה זמן הן נמשכות?","1, חולפות- מספר שניות או דקות | 2, פחות משעה / חלק מהזמן | 3, שעה עד 4 שעות / זמן רב מאוד | 4, 4-8 שעות / רוב היום | 5, מעל 8 שעות / באופן קבוע או מתמשך",,,,,,"[cssrs_clin_2w_1]= '1' or [cssrs_clin_2w_2]= '1' or [cssrs_clin_2w_3]='1' or [cssrs_clin_2w_4]='1' or [cssrs_clin_2w_5]='1'",,,,,,
cssrs_clin_si_control,cssrs_clin_ssc,,radio,"יכולת שליטה
האם המטופל  יכול להפסיק לחשוב על התאבדות או על המשאלה למות אם הוא רוצה בכך?","1, מסוגל/ת לשלוט בקלות במחשבות | 2, מסוגל/ת לשלוט במחשבות עם מעט קושי | 3, מסוגל/ת לשלוט במחשבות עם קושי מסוים | 4, מסוגל/ת לשלוט במחשבות בקושי רב | 5, איננו/ה מסוגל לשלוט במחשבות | 0, איננו/ה מנסה לשלוט במחשבות",,,,,,"[cssrs_clin_2w_1]= '1' or [cssrs_clin_2w_2]= '1' or [cssrs_clin_2w_3]='1' or [cssrs_clin_2w_4]='1' or [cssrs_clin_2w_5]='1'",,,,,,
cssrs_clin_si_resist,cssrs_clin_ssc,,radio,"הגורמים המרתיעים
האם קיימים דברים או אנשים כלשהם (כגון משפחה, דת, כאב הקשור במוות), אשר מנעו ממנו לרצות להתאבד או לפעול על-פי המחשבות של התאבדות?","1, הגורמים המרתיעים בהחלט עצרו בעדך מלנסות להתאבד | 2, הגורמים המרתיעים כנראה עצרו בעדו | 3, לא בטוח/ה שהגורמים המרתיעים עצרו בעדו | 4, הגורמים המרתיעים קרוב לוודאי לא עצרו בעדו | 5, הגורמים המרתיעים בהחלט לא עצרו בעדו | 0, לא רלוונטי",,,,,,"[cssrs_clin_2w_1]= '1' or [cssrs_clin_2w_2]= '1' or [cssrs_clin_2w_3]='1' or [cssrs_clin_2w_4]='1' or [cssrs_clin_2w_5]='1'",,,,,,
cssrs_clin_si_causes,cssrs_clin_ssc,,radio,"<div class=""rich-text-field-label""><p>מהן הסיבות למחשבה האובדנית?</p> <p>איזה סוג מניעים גרמו למטופל.ת לחשוב על הרצון למות או להתאבד?</p> <p> </p></div>","1, לחלוטין כדי לזכות בתשומת לב, להתנקם או לקבל תגובה מאחרים | 2, בעיקר כדי לזכות בתשומת בלב, להתנקם או לקבל תגובה מאחרים | 3, במידה שווה כדי לזכות בתשומת לב, להתנקם או לקבל תשומת לב מאחרים וגם להפסיק / לסיים עם הכאב | 4, בעיקר כדי להפסיק / לסיים עם הכאב (לא היה מסוגל להמשיך לחיות עם התחושה שהייתה לו) | 5, לחלוטין כדי להפסיק / לסיים עם הכאב (לא היה מסוגל להמשיך לחיות עם התחושה שהייתה לו) | 0, לא רלוונטי",,,,,,"[cssrs_clin_life_1]= '1' or [cssrs_clin_life_2]='1' or [cssrs_clin_life_3]='1' or [cssrs_clin_life_4]= '1' or [cssrs_clin_life_5]= '1' or [cssrs_clin_2w_1]= '1' or [cssrs_clin_2w_2]= '1' or [cssrs_clin_2w_3]='1' or [cssrs_clin_2w_4]='1' or [cssrs_clin_2w_5]='1'",,,,,,
cssrs_clin_sb_1,cssrs_clin_ssc,"השאלות הבאות מתייחסות להתנהגות אובדנית של המטופל.ת

אנא ענה/י על השאלות הבאות בהסתמך על כל תקופת חייו.ה של המטופל.ת



(נא לשים לב לתקופת הזמן הנשאלת)
",radio,"ניסיון בפועל - פעולה בעלת פוטנציאל של פגיעה עצמית, אשר ננקטה תוך לפחות רצון מסוים למות בעקבות הפעולה.","0, לא | 1, כן",,,,,,,y,,,suicidal_behavior_clin,,"ההתנהגות נחשבה בחלקה כשיטת התאבדות. הכוונה אינה חייבת להיות כוונה של 100%.  אם קיימת כוונה / משאלה כלשהי למות הקשורה בפעולה, כי אז ניתן לראות בה ניסיון התאבדות בפועל.  אין חובה שיהיו קיימים נזק או פגיעה, הסקת כוונה: אף שהנבדק/ת שולל/ת כוונה / משאלה למות, ניתן להסיק אותה מבחינה קלינית מההתנהגות או מהנסיבות"
cssrs_clin_sb_interup,cssrs_clin_ssc,,radio,"ניסיון שסוכל - כאשר מישהו הופסק (על ידי נסיבות חיצוניות) בתחילת הפעולה בעלת פוטנציאל של פגיעה עצמית","0, לא | 1, כן",,,,,,,y,,,suicidal_behavior_clin,,"(ואילולא אותה הפסקה, הניסיון בפועל היה מתבצע)"
cssrs_clin_sb_abort,cssrs_clin_ssc,,radio,"ניסיון שנזנח - כאשר אדם מתחיל לנקוט צעדים לקראת ניסיון התאבדות, אך מפסיק בעצמו בטרם הוא נוקט בפועל התנהגות של הרס עצמי. .","0, לא | 1, כן",,,,,,,y,,,suicidal_behavior_clin,,"הדוגמאות דומות לניסיונות מסוכלים, למעט שהאדם מפסיק בעצמו, ואינו מופסק על ידי גורם אחר"
cssrs_clin_sb_prepare,cssrs_clin_ssc,,radio,"פעולות הכנה או התנהגות מכינה","0, לא | 1, כן",,,,,,,y,,,suicidal_behavior_clin,,"פעולות הכנה לקראת ביצוע קרוב של ניסיון התאבדות.  דבר זה יכול לכלול כל דבר מעבר לביטויים מילוליים או מחשבות, כגון עיבוד שיטת פעולה מסוימת (לדוגמה, איסוף גלולות, קניית אקדח) או הכנות לקראת מעשה התאבדות (לדוגמה, חלוקה של טובין, כתיבת מכתב פרידה)"
cssrs_clin_sb_any,cssrs_clin_ssc,,radio,"האם הייתה איזושהי התנהגות אובדנית מאלו שהוצגו עד כה?","0, לא | 1, כן",,,,,,,y,,,suicidal_behavior_clin,,
cssrs_clin_sb_nssi,cssrs_clin_ssc,,radio,"האם הנבדק/ת התנהג/ה באופן של פגיעה עצמית שאיננה אובדנית?","0, לא | 1, כן",,,,,,,y,,,suicidal_behavior_clin,,
cssrs_t_sa_lifetime,cssrs_clin_ssc,,text,"מספר כולל של ניסיונות",,,number,,,,"[cssrs_clin_sb_1]= '1'",,,,,,
cssrs_t_sainterrupted_lifetime,cssrs_clin_ssc,,text,"מספר כולל של ניסינוות מסוכלים",,,,,,,[cssrs_clin_sb_interup]='1',,,,,,
cssrs_t_saaborted_lifetime,cssrs_clin_ssc,,text,"מספר כולל של ניסיונות נזנחים",,,,,,,[cssrs_clin_sb_abort]='1',,,,,,
cssrs_clin_sa_3m_1,cssrs_clin_ssc,"השאלות הבאות מתייחסות להתנהגות אובדנית של המטופל.ת בהתייחס ל-3 החודשים האחרונים 
(נא לשים לב לתקופת הזמן הנשאלת)

**חובה לענות בכל פעם**",radio,"ניסיון בפועל - פעולה בעלת פוטנציאל של פגיעה עצמית, אשר ננקטה תוך לפחות רצון מסוים למות בעקבות הפעולה","0, לא | 1, כן",,,,,,,y,,,suicidal_behav_3m,,
cssrs_clin_sa_3m_interup,cssrs_clin_ssc,,radio,"ניסיון שסוכל - כאשר מישהו הופסק (על ידי נסיבות חיצוניות) בתחילת הפעולה בעלת פוטנציאל של פגיעה עצמית (ואילולא אותה הפסקה, הניסיון בפועל היה מתבצע)","0, לא | 1, כן",,,,,,,y,,,suicidal_behav_3m,,
cssrs_clin_sa_3m_abort,cssrs_clin_ssc,,radio,"ניסיון שנזנח - כאשר אדם מתחיל לנקוט צעדים לקראת ניסיון התאבדות, אך מפסיק בעצמו בטרם הוא נוקט בפועל התנהגות של הרס עצמי","0, לא | 1, כן",,,,,,,y,,,suicidal_behav_3m,,
cssrs_clin_sa_3m_prepare,cssrs_clin_ssc,,radio,"פעולות הכנה או התנהגות מכינה - פעולות הכנה לקראת ביצוע קרוב של ניסיון התאבדות. דבר זה יכול לכלול כל דבר מעבר לביטויים מילוליים או מחשבות,","0, לא | 1, כן",,,,,,,y,,,suicidal_behav_3m,,
cssrs_clin_sa_3m_any,cssrs_clin_ssc,,radio,"התנהגות אובדנית - התנהגות אובדנית (כל אחד מהנ""ל) הייתה קיימת?","0, לא | 1, כן",,,,,,,y,,,suicidal_behav_3m,,
cssrs_clin_sa_3m_nssi,cssrs_clin_ssc,,radio,"האם הנבדק/ת התנהג/ה באופן של פגיעה עצמית שאיננה אובדנית?","0, לא | 1, כן",,,,,,,y,,,suicidal_behav_3m,,
cssrs_clin_sa_3m_total,cssrs_clin_ssc,,text,"נא להזין מס' כולל של ניסיונות",,,,,,,[cssrs_clin_sa_3m_1]='1',,,,,,
cssrs_clin_sa_3m_interup_total,cssrs_clin_ssc,,text,"נא להזין מס' כולל של מסוכלים",,,,,,,[cssrs_clin_sa_3m_interup]='1',,,,,,
cssrs_clin_sa_3m_abort_total,cssrs_clin_ssc,,text,"נא להזין מס' כולל של נזנחים",,,,,,,[cssrs_clin_sa_3m_abort]='1',,,,,,
cssrs_sa_lv,cssrs_clin_ssc,"השאלות הבאות מתייחסות להתנהגות אובדנית של המטופל.ת מאז ביקורו האחרון במרפאה 
(נא לשים לב לתקופת הזמן הנשאלת)


",radio,"האם בוצע ניסיון בפועל","0, לא | 1, כן",,,,,,,y,,,sb_clin_lastvisit,,
cssrs_sa_interup_lv,cssrs_clin_ssc,,radio,"ניסיון שסוכל - כאשר מישהו הופסק (על ידי נסיבות חיצוניות) בתחילת הפעולה בעלת פוטנציאל של פגיעה עצמית (ואילולא אותה הפסקה, הניסיון בפועל היה מתבצע)","0, לא | 1, כן",,,,,,,y,,,sb_clin_lastvisit,,
cssrs_sa_abort_lv,cssrs_clin_ssc,,radio,"ניסיון שנזנח - כאשר אדם מתחיל לנקוט צעדים לקראת ניסיון התאבדות, אך מפסיק בעצמו בטרם הוא נוקט בפועל התנהגות של הרס עצמי","0, לא | 1, כן",,,,,,,y,,,sb_clin_lastvisit,,
cssrs_sa_prepare_lv,cssrs_clin_ssc,,radio,"פעולות הכנה או התנהגות מכינה - פעולות הכנה לקראת ביצוע קרוב של ניסיון התאבדות. דבר זה יכול לכלול כל דבר מעבר לביטויים מילוליים או מחשבות,","0, לא | 1, כן",,,,,,,y,,,sb_clin_lastvisit,,
cssrs_sa_any_lv,cssrs_clin_ssc,,radio,"התנהגות אובדנית - התנהגות אובדנית (כל אחד מהנ""ל) הייתה קיימת?","0, לא | 1, כן",,,,,,,y,,,sb_clin_lastvisit,,
cssrs_sa_nssi_lv,cssrs_clin_ssc,,radio,"האם הנבדק/ת התנהג/ה באופן של פגיעה עצמית שאיננה אובדנית?","0, לא | 1, כן",,,,,,,y,,,sb_clin_lastvisit,,
