"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
c_ssrs_t_last_4_stu,cssrs_t_stu,,radio,"מחשבות אובדניות פעילות עם כוונה מסוימת לפעול, אך ללא תכנית ספציפית - מחשבות פעילות על התאבדות, וכן הנבדק/ת מדווח/ת על כוונה מסוימת לפעול על פי מחשבות אלה, בניגוד ל- ""יש לי מחשבות כאלה, אך בפירוש לא אעשה כלום על פיהן""","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11') and ([c_ssrs_t_last_2_stu] = '1')",,,4,suicidal_ideation_last_visit_stu,,
c_ssrs_t_last_5_stu,cssrs_t_stu,,radio,"מחשבות אובדניות פעילות עם תכנית וכוונה מוגדרות - מחשבות התאבדות עם פרטי תכנית מעובדים באופן מלא או חלקי. לנבדק/ת כוונה מסוימת להוציא אותה אל הפועל","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11') and ([c_ssrs_t_last_2_stu] = '1')",,,5,suicidal_ideation_last_visit_stu,,
c_ssrs_t_life_1_stu,cssrs_t_stu,"אנא ענה/י על השאלות הבאות בהתאם לכל תקופת החיים
(נא לשים לב לתקופת הזמן הנשאלת)",radio,"הרצון להיות מת - הנבדק/ת מאשר/ת קיום מחשבות על הרצון למות או לא להיות יותר בין החיים או על המשאלה להירדם ולא להתעורר עוד","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,1,suicidal_ideation_lifetime_stu,,
c_ssrs_t_life_2_stu,cssrs_t_stu,,radio,"מחשבות אובדניות פעילות בלתי ספציפיות - מחשבות כלליות, בלתי ספציפיות, על הרצון לסיים את החיים / להתאבד, (כגון ""חשבתי להתאבד""), ללא מחשבות של צורת ההתאבדות / שיטות קשורות, כוונה או תכנית","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,2,suicidal_ideation_lifetime_stu,,
c_ssrs_t_life_3_stu,cssrs_t_stu,,radio,"מחשבות אובדניות פעילות בשיטה כלשהי (לא תכנית) ללא כוונת פעולה - הנבדק/ת מאשר/ת קיום מחשבות על התאבדות וחשב/ה על שיטה אחת לפחות במהלך תקופת ההערכה. דבר זה שונה מתכנית מוגדרת הכוללת פרטים מעובדים של מקום, זמן ושיטה (כלומר, חשב/ה על צורת ההתאבדות, אך לא על תכנית ספציפית). יש לכלול אנשים העונים ""חשבתי על נטילה של מנת יתר, אך מעולם לא הייתה לי תכנית ספציפית היכן, מתי וכיצד באמת לעשות זאת... ולעולם לא הייתי מצליח/ה לבצע את זה עד הסוף""","0, לא | 1, כן",,,,,,"(([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8') and [c_ssrs_t_life_2_stu] = '1')",,,3,suicidal_ideation_lifetime_stu,,
c_ssrs_t_life_4_stu,cssrs_t_stu,,radio,"מחשבות אובדניות פעילות עם כוונה מסוימת לפעול, אך ללא תכנית ספציפית - מחשבות פעילות על התאבדות, וכן הנבדק/ת מדווח/ת על כוונה מסוימת לפעול על פי מחשבות אלה, בניגוד ל- ""יש לי מחשבות כאלה, אך בפירוש לא אעשה כלום על פיהן""","0, לא | 1, כן",,,,,,"(([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8') and [c_ssrs_t_life_2_stu] = '1')",,,4,suicidal_ideation_lifetime_stu,,
c_ssrs_t_life_5_stu,cssrs_t_stu,,radio,"מחשבות אובדניות פעילות עם תכנית וכוונה מוגדרות - מחשבות התאבדות עם פרטי תכנית מעובדים באופן מלא או חלקי. לנבדק/ת כוונה מסוימת להוציא אותה אל הפועל","0, לא | 1, כן",,,,,,"(([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8') and [c_ssrs_t_life_2_stu] = '1')",,,5,suicidal_ideation_lifetime_stu,,
c_ssrs_t_6_stu,cssrs_t_stu,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">אנא ענה/י על השאלות הבאות על-פי הידוע לך</span><br /><span style=""font-weight: normal;"">אם לא ידוע- אנא השאר/י ריק</span><br /><br />נא להתייחס לפרק הזמן מאז הביקור האחרון ולמחשבות החמורות ביותר בעוצמתן<br />בביקור במיון - הכי חמור אי-פעם<br />באינטייק שאינו במחקר מיון - הכי חמור אי-פעם</p></div>",radio,"שכיחות
כמה פעמים הגיעו המחשבות האובדניות?","1, פחות מפעם בשבוע | 2, פעם בשבוע | 3, 2-5 פעמים בשבוע | 4, כל יום או כמעט כל יום | 5, פעמים רבות כל יום",,,,,,"([c_ssrs_t_2weeks_1_stu] = '1' or [c_ssrs_t_2weeks_2_stu] = '1' or [c_ssrs_t_last_1_stu] = '1' or [c_ssrs_t_last_2_stu] = '1' or [c_ssrs_t_life_1_stu] = '1' or [c_ssrs_t_life_2_stu] = '1')",,,,,,
c_ssrs_t_7_stu,cssrs_t_stu,,radio,"משך
כשיש לך מחשבות אלה, כמה זמן הן נמשכות?","1, חולפות- מספר שניות או דקות | 2, פחות משעה / חלק מהזמן | 3, שעה עד 4 שעות / זמן רב מאוד | 4, 4-8 שעות / רוב היום | 5, מעל 8 שעות / באופן קבוע או מתמשך",,,,,,"([c_ssrs_t_2weeks_1_stu] = '1' or [c_ssrs_t_2weeks_2_stu] = '1' or [c_ssrs_t_last_1_stu] = '1' or [c_ssrs_t_last_2_stu] = '1' or [c_ssrs_t_life_1_stu] = '1' or [c_ssrs_t_life_2_stu] = '1')",,,,,,
c_ssrs_t_8_stu,cssrs_t_stu,,radio,"יכולת שליטה
האם יכולת / את/ה יכול/ה להפסיק לחשוב על התאבדות או על המשאלה למות אם את/ה רוצה בכך?","1, מסוגל/ת לשלוט בקלות במחשבות | 2, מסוגל/ת לשלוט במחשבות עם מעט קושי | 3, מסוגל/ת לשלוט במחשבות עם קושי מסוים | 4, מסוגל/ת לשלוט במחשבות בקושי רב | 5, איננו/ה מסוגל לשלוט במחשבות | 0, איננו/ה מנסה לשלוט במחשבות",,,,,,"([c_ssrs_t_2weeks_1_stu] = '1' or [c_ssrs_t_2weeks_2_stu] = '1' or [c_ssrs_t_last_1_stu] = '1' or [c_ssrs_t_last_2_stu] = '1' or [c_ssrs_t_life_1_stu] = '1' or [c_ssrs_t_life_2_stu] = '1')",,,,,,
c_ssrs_t_9_stu,cssrs_t_stu,,radio,"הגורמים המרתיעים
האם קיימים דברים או אנשים כלשהם (כגון משפחה, דת, כאב הקשור במוות), אשר מנעו ממך לרצות להתאבד או לפעול על-פי המחשבות של התאבדות?","1, הגורמים המרתיעים בהחלט עצרו בעדך מלנסות להתאבד | 2, הגורמים המרתיעים כנראה עצרו בעדך | 3, לא בטוח/ה שהגורמים המרתיעים עצרו בעדך | 4, הגורמים המרתיעים קרוב לוודאי לא עצרו בעדך | 5, הגורמים המרתיעים בהחלט לא עצרו בעדך | 0, לא רלוונטי",,,,,,"([c_ssrs_t_2weeks_1_stu] = '1' or [c_ssrs_t_2weeks_2_stu] = '1' or [c_ssrs_t_last_1_stu] = '1' or [c_ssrs_t_last_2_stu] = '1' or [c_ssrs_t_life_1_stu] = '1' or [c_ssrs_t_life_2_stu] = '1')",,,,,,
c_ssrs_t_10_stu,cssrs_t_stu,,radio,"הסיבות למחשבות האובדניות
איזה סוג מניעים גרמו לך לחשוב על הרצון למות או להתאבד? האם זה היה כדי לגמור עם הכאב או להפסיק את האופן בו את/ה חש/ה (במילים אחרות לא היית מסוגל/ת להמשיך לחיות עם הכאב הזה או עם התחושה שהייתה לך) או שמא היה זה כדי לזכות בתשומת לב, להתנקם, או לקבל תגובה מצד אחרים? או שניהם גם יחד?","1, לחלוטין כדי לזכות בתשומת לב, להתנקם או לקבל תגובה מאחרים | 2, בעיקר כדי לזכות בתשומת בלב, להתנקם או לקבל תגובה מאחרים | 3, במידה שווה כדי לזכות בתשומת לב, להתנקם או לקבל תשומת לב מאחרים וגם להפסיק / לסיים עם הכאב | 4, בעיקר כדי להפסיק / לסיים עם הכאב (לא היית מסוגל/ת להמשיך לחיות עם התחושה שהייתה לך) | 5, לחלוטין כדי להפסיק / לסיים עם הכאב (לא היית מסוגל/ת להמשיך לחיות עם התחושה שהייתה לך) | 0, לא רלוונטי",,,,,,"([c_ssrs_t_2weeks_1_stu] = '1' or [c_ssrs_t_2weeks_2_stu] = '1' or [c_ssrs_t_last_1_stu] = '1' or [c_ssrs_t_last_2_stu] = '1' or [c_ssrs_t_life_1_stu] = '1' or [c_ssrs_t_life_2_stu] = '1')",,,,,,
c_ssrs_t_6_stu_2,cssrs_t_stu,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">אנא ענה/י על השאלות הבאות על-פי הידוע לך</span><br /><span style=""font-weight: normal;"">אם לא ידוע- אנא השאר/י ריק</span><br /><br />אנא ענה/י על השאלות הבאות בהסתמך על השבועיים האחרונים<br />במדידת המיון בלבד - בהסתמך על השבוע האחרון</p></div>",radio,"בשבוע / בשבועיים האחרונים

שכיחות
כמה פעמים הגיעו המחשבות האובדניות?","1, פחות מפעם בשבוע | 2, פעם בשבוע | 3, 2-5 פעמים בשבוע | 4, כל יום או כמעט כל יום | 5, פעמים רבות כל יום",,,,,,"([c_ssrs_t_2weeks_1_stu] = '1' or [c_ssrs_t_2weeks_2_stu] = '1' or [c_ssrs_t_last_1_stu] = '1' or [c_ssrs_t_last_2_stu] = '1' or [c_ssrs_t_life_1_stu] = '1' or [c_ssrs_t_life_2_stu] = '1')",,,,,,
c_ssrs_t_7_stu_2,cssrs_t_stu,,radio,"בשבוע / בשבועיים האחרונים

משך
כשיש לך מחשבות אלה, כמה זמן הן נמשכות?","1, חולפות- מספר שניות או דקות | 2, פחות משעה / חלק מהזמן | 3, שעה עד 4 שעות / זמן רב מאוד | 4, 4-8 שעות / רוב היום | 5, מעל 8 שעות / באופן קבוע או מתמשך",,,,,,"([c_ssrs_t_2weeks_1_stu] = '1' or [c_ssrs_t_2weeks_2_stu] = '1' or [c_ssrs_t_last_1_stu] = '1' or [c_ssrs_t_last_2_stu] = '1' or [c_ssrs_t_life_1_stu] = '1' or [c_ssrs_t_life_2_stu] = '1')",,,,,,
c_ssrs_t_8_stu_2,cssrs_t_stu,,radio,"בשבוע / בשבועיים האחרונים

יכולת שליטה
האם יכולת / את/ה יכול/ה להפסיק לחשוב על התאבדות או על המשאלה למות אם את/ה רוצה בכך?","1, מסוגל/ת לשלוט בקלות במחשבות | 2, מסוגל/ת לשלוט במחשבות עם מעט קושי | 3, מסוגל/ת לשלוט במחשבות עם קושי מסוים | 4, מסוגל/ת לשלוט במחשבות בקושי רב | 5, איננו/ה מסוגל לשלוט במחשבות | 0, איננו/ה מנסה לשלוט במחשבות",,,,,,"([c_ssrs_t_2weeks_1_stu] = '1' or [c_ssrs_t_2weeks_2_stu] = '1' or [c_ssrs_t_last_1_stu] = '1' or [c_ssrs_t_last_2_stu] = '1' or [c_ssrs_t_life_1_stu] = '1' or [c_ssrs_t_life_2_stu] = '1')",,,,,,
c_ssrs_t_9_stu_2,cssrs_t_stu,,radio,"בשבוע / בשבועיים האחרונים

הגורמים המרתיעים
האם קיימים דברים או אנשים כלשהם (כגון משפחה, דת, כאב הקשור במוות), אשר מנעו ממך לרצות להתאבד או לפעול על-פי המחשבות של התאבדות?","1, הגורמים המרתיעים בהחלט עצרו בעדך מלנסות להתאבד | 2, הגורמים המרתיעים כנראה עצרו בעדך | 3, לא בטוח/ה שהגורמים המרתיעים עצרו בעדך | 4, הגורמים המרתיעים קרוב לוודאי לא עצרו בעדך | 5, הגורמים המרתיעים בהחלט לא עצרו בעדך | 0, לא רלוונטי",,,,,,"([c_ssrs_t_2weeks_1_stu] = '1' or [c_ssrs_t_2weeks_2_stu] = '1' or [c_ssrs_t_last_1_stu] = '1' or [c_ssrs_t_last_2_stu] = '1' or [c_ssrs_t_life_1_stu] = '1' or [c_ssrs_t_life_2_stu] = '1')",,,,,,
c_ssrs_t_10_stu_2,cssrs_t_stu,,radio,"בשבוע / בשבועיים האחרונים

הסיבות למחשבות האובדניות
איזה סוג מניעים גרמו לך לחשוב על הרצון למות או להתאבד? האם זה היה כדי לגמור עם הכאב או להפסיק את האופן בו את/ה חש/ה (במילים אחרות לא היית מסוגל/ת להמשיך לחיות עם הכאב הזה או עם התחושה שהייתה לך) או שמא היה זה כדי לזכות בתשומת לב, להתנקם, או לקבל תגובה מצד אחרים? או שניהם גם יחד?","1, לחלוטין כדי לזכות בתשומת לב, להתנקם או לקבל תגובה מאחרים | 2, בעיקר כדי לזכות בתשומת בלב, להתנקם או לקבל תגובה מאחרים | 3, במידה שווה כדי לזכות בתשומת לב, להתנקם או לקבל תשומת לב מאחרים וגם להפסיק / לסיים עם הכאב | 4, בעיקר כדי להפסיק / לסיים עם הכאב (לא היית מסוגל/ת להמשיך לחיות עם התחושה שהייתה לך) | 5, לחלוטין כדי להפסיק / לסיים עם הכאב (לא היית מסוגל/ת להמשיך לחיות עם התחושה שהייתה לך) | 0, לא רלוונטי",,,,,,"([c_ssrs_t_2weeks_1_stu] = '1' or [c_ssrs_t_2weeks_2_stu] = '1' or [c_ssrs_t_last_1_stu] = '1' or [c_ssrs_t_last_2_stu] = '1' or [c_ssrs_t_life_1_stu] = '1' or [c_ssrs_t_life_2_stu] = '1')",,,,,,
c_ssrs_t_11_2weeks_stu,cssrs_t_stu,"אנא ענה/י על השאלות הבאות בהסתמך על השבועיים האחרונים
במדידת המיון בלבד - בהסתמך על השבוע האחרון
(נא לשים לב לתקופת הזמן הנשאלת)",radio,"ניסיון בפועל - פעולה בעלת פוטנציאל של פגיעה עצמית, אשר ננקטה תוך לפחות רצון מסוים למות בעקבות הפעולה.  ההתנהגות נחשבה בחלקה כשיטת התאבדות. הכוונה אינה חייבת להיות כוונה של 100%.  אם קיימת כוונה / משאלה כלשהי למות הקשורה בפעולה, כי אז ניתן לראות בה ניסיון התאבדות בפועל.  אין חובה שיהיו קיימים נזק או פגיעה, הסקת כוונה: אף שהנבדק/ת שולל/ת כוונה / משאלה למות, ניתן להסיק אותה מבחינה קלינית מההתנהגות או מהנסיבות","0, לא | 1, כן",,,,,,,,,,suicidal_behavior_2weeks_stu,,
c_ssrs_t_12_2weeks_stu,cssrs_t_stu,,radio,"ניסיון שסוכל - כאשר מישהו הופסק (על ידי נסיבות חיצוניות) בתחילת הפעולה בעלת פוטנציאל של פגיעה עצמית (ואילולא אותה הפסקה, הניסיון בפועל היה מתבצע)","0, לא | 1, כן",,,,,,,,,,suicidal_behavior_2weeks_stu,,
c_ssrs_t_13_2weeks_stu,cssrs_t_stu,,radio,"ניסיון שנזנח - כאשר אדם מתחיל לנקוט צעדים לקראת ניסיון התאבדות, אך מפסיק בעצמו בטרם הוא נוקט בפועל התנהגות של הרס עצמי. הדוגמאות דומות לניסיונות מסוכלים, למעט שהאדם מפסיק בעצמו, ואינו מופסק על ידי גורם אחר.","0, לא | 1, כן",,,,,,,,,,suicidal_behavior_2weeks_stu,,
c_ssrs_t_14_2weeks_stu,cssrs_t_stu,,radio,"פעולות הכנה או התנהגות מכינה - פעולות הכנה לקראת ביצוע קרוב של ניסיון התאבדות.  דבר זה יכול לכלול כל דבר מעבר לביטויים מילוליים או מחשבות, כגון עיבוד שיטת פעולה מסוימת (לדוגמה, איסוף גלולות, קניית אקדח) או הכנות לקראת מעשה התאבדות (לדוגמה, חלוקה של טובין, כתיבת מכתב פרידה).","0, לא | 1, כן",,,,,,,,,,suicidal_behavior_2weeks_stu,,
c_ssrs_t_15_2weeks_stu,cssrs_t_stu,,radio,"התנהגות אובדנית - התנהגות אובדנית (כל אחד מהנ""ל) הייתה קיימת?","0, לא | 1, כן",,,,,,,,,,suicidal_behavior_2weeks_stu,,
c_ssrs_t_16_2weeks_stu,cssrs_t_stu,,radio,"האם הנבדק/ת התנהג/ה באופן של פגיעה עצמית שאיננה אובדנית?","0, לא | 1, כן",,,,,,,,,,suicidal_behavior_2weeks_stu,,
suicidal_behavior_last_11_stu,cssrs_t_stu,"למילוי בידי צוות המחקר

אנא ענה/י על השאלות הבאות בהתאם לתקופה שמאז הביקור האחרון
(נא לשים לב לתקופת הזמן הנשאלת)",radio,"ניסיון בפועל - פעולה בעלת פוטנציאל של פגיעה עצמית, אשר ננקטה תוך לפחות רצון מסוים למות בעקבות הפעולה. ההתנהגות נחשבה בחלקה כשיטת התאבדות. הכוונה אינה חייבת להיות כוונה של 100%. אם קיימת כוונה / משאלה כלשהי למות הקשורה בפעולה, כי אז ניתן לראות בה ניסיון התאבדות בפועל. אין חובה שיהיו קיימים נזק או פגיעה, הסקת כוונה: אף שהנבדק/ת שולל/ת כוונה / משאלה למות, ניתן להסיק אותה מבחינה קלינית מההתנהגות או מהנסיבות","0, לא | 1, כן",,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,suicidal_behavior_last_visit_stu,,
suicidal_behavior_last_12_stu,cssrs_t_stu,,radio,"ניסיון שסוכל - כאשר מישהו הופסק (על ידי נסיבות חיצוניות) בתחילת הפעולה בעלת פוטנציאל של פגיעה עצמית (ואילולא אותה הפסקה, הניסיון בפועל היה מתבצע)","0, לא | 1, כן",,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,suicidal_behavior_last_visit_stu,,
suicidal_behavior_last_13_stu,cssrs_t_stu,,radio,"ניסיון שנזנח - כאשר אדם מתחיל לנקוט צעדים לקראת ניסיון התאבדות, אך מפסיק בעצמו בטרם הוא נוקט בפועל התנהגות של הרס עצמי. הדוגמאות דומות לניסיונות מסוכלים, למעט שהאדם מפסיק בעצמו, ואינו מופסק על ידי גורם אחר","0, לא | 1, כן",,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,suicidal_behavior_last_visit_stu,,
suicidal_behavior_last_14_stu,cssrs_t_stu,,radio,"פעולות הכנה או התנהגות מכינה - פעולות הכנה לקראת ביצוע קרוב של ניסיון התאבדות. דבר זה יכול לכלול כל דבר מעבר לביטויים מילוליים או מחשבות, כגון עיבוד שיטת פעולה מסוימת (לדוגמה, איסוף גלולות, קניית אקדח) או הכנות לקראת מעשה התאבדות (לדוגמה, חלוקה של טובין, כתיבת מכתב פרידה)","0, לא | 1, כן",,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,suicidal_behavior_last_visit_stu,,
suicidal_behavior_last_15_stu,cssrs_t_stu,,radio,"התנהגות אובדנית - התנהגות אובדנית (כל אחד מהנ""ל) הייתה קיימת?","0, לא | 1, כן",,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,suicidal_behavior_last_visit_stu,,
suicidal_behavior_last_16_stu,cssrs_t_stu,,radio,"האם הנבדק/ת התנהג/ה באופן של פגיעה עצמית שאיננה אובדנית?","0, לא | 1, כן",,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,suicidal_behavior_last_visit_stu,,
suicidal_behavior_last_17_stu,cssrs_t_stu,,radio,"התאבדות שבוצעה","0, לא | 1, כן",,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,suicidal_behavior_last_visit_stu,,
suicidal_behavior_last_11_stu_1,cssrs_t_stu,,text,"נא להזין מס' כולל של ניסיונות",,,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,,,
suicidal_behavior_last_12_stu_1,cssrs_t_stu,,text,"נא להזין מס' כולל של מסוכלים",,,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,,,
suicidal_behavior_last_13_stu_1,cssrs_t_stu,,text,"נא להזין מס' כולל של נזנחים",,,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,,,
suicidal_behavior_last_18_stu,cssrs_t_stu,"יש לענות לגבי ניסיונות בפועל בלבד",radio,"תוצאה קטלנית בפועל / נזק רפואי","0, 0 = ללא נזק גופני או נזק גופני מזערי (כגון שריטות שטחיות) | 1, 1= נזק גופני מועט (כגון דיבור ישנוני, כוויות מדרגה ראשונה, דימום קל, נקעים) | 2, 2 = נזק גופני בינוני; קיים צורך בהשגחה רפואית (כגון בהכרה, אך ישנוני/ת, תגובתיות מסוימת, כוויות מדרגה שנייה, דימום מכלי דם גדול) | 3, 3 = נזק גופני בינוני עד חמור; דרוש אשפוז וכנראה טיפול נמרץ (כגון תרדמת עם החזרים תקינים, כוויות מדרגה שלישית בפחות מ- 20% של שטח הגוף, איבוד דם ניכר, אך עם אפשרות של התאוששות, שברים חמורים) | 4, 4 = נזק גופני חמור; דרוש אשפוז ביחידה לטיפול נמרץ (כגון תרדמת ללא החזרים, כוויות מדרגה שלישית של יותר מ- 20% משטח הגוף, איבוד דם ניכר עם סימנים חיוניים בלתי יציבים, נזק רב לאזור גוף חיוני) | 5, 5 = מוות",,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,,,
suicidal_behavior_last_19_stu,cssrs_t_stu,,radio,"אפשרות של תוצאה קטלנית כתוצאה מהניסיון בפועל ללא פגיעה גופנית (הדוגמאות הבאות, למרות שאין בהן למעשה פגיעה גופנית, יש בהן פוטנציאל קטלני רציני: שם/שמה אקדח בפה ולחץ/צה על ההדק, אך האקדח לא ירה, לכן אין נזק רפואי; שכיבה על פסי רכבת עם רכבת מתקרבת, אך נסוג/ה בעצמו/ה לפני הדריסה).","0, 0 = אין סבירות כי ההתנהגות תגרום לפגיעה | 1, 1 = סביר כי ההתנהגות תגרום לפגיעה, אך כנראה לא למוות | 2, 2 = סביר כי ההתנהגות תגרום למוות למרות עזרה רפואית זמינה",,,,,,"[c_ssrs_t_time_stu] = '3' or [c_ssrs_t_time_stu] = '4' or [c_ssrs_t_time_stu] = '5' or [c_ssrs_t_time_stu] = '6' or [c_ssrs_t_time_stu] = '7' or [c_ssrs_t_time_stu] = '8' or [c_ssrs_t_time_stu] = '9' or [c_ssrs_t_time_stu] = '10' or [c_ssrs_t_time_stu] = '11'",,,,,,
c_ssrs_t_11_life_stu,cssrs_t_stu,"אנא ענה/י על השאלות הבאות בהתאם לכל תקופת החיים
(נא לשים לב לתקופת הזמן הנשאלת)",radio,"ניסיון בפועל - פעולה בעלת פוטנציאל של פגיעה עצמית, אשר ננקטה תוך לפחות רצון מסוים למות בעקבות הפעולה. ההתנהגות נחשבה בחלקה כשיטת התאבדות. הכוונה אינה חייבת להיות כוונה של 100%. אם קיימת כוונה / משאלה כלשהי למות הקשורה בפעולה, כי אז ניתן לראות בה ניסיון התאבדות בפועל. אין חובה שיהיו קיימים נזק או פגיעה, הסקת כוונה: אף שהנבדק/ת שולל/ת כוונה / משאלה למות, ניתן להסיק אותה מבחינה קלינית מההתנהגות או מהנסיבות","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,suicidal_behavior_lifetime_stu,,
